timestamp,transactionType,token,amount
1680711753,DEPOSIT,ETH,685
1680711753,DEPOSIT,CEEK,918
1680711754,DEPOSIT,ETH,825
1680711754,DEPOSIT,ADA,187
1680711754,DEPOSIT,ADA,342
1680711754,DEPOSIT,BTC,324
1680711754,DEPOSIT,BTC,727
1680711755,DEPOSIT,CEEK,365
1680711755,DEPOSIT,ETH,600
1680711755,DEPOSIT,CEEK,889
1680711755,DEPOSIT,CEEK,413
1680711755,DEPOSIT,BTC,581
1680711756,DEPOSIT,CEEK,690
1680711756,DEPOSIT,ADA,935
1680711756,DEPOSIT,BTC,1000
1680711756,DEPOSIT,ETH,817
1680711756,DEPOSIT,CEEK,801
1680711757,DEPOSIT,ETH,523
1680711757,DEPOSIT,ADA,636
1680711757,DEPOSIT,BTC,599
1680711757,DEPOSIT,CEEK,264
1680711757,DEPOSIT,CEEK,347
1680711758,DEPOSIT,CEEK,993
1680711758,DEPOSIT,ADA,456
1680711758,DEPOSIT,ADA,171
1680711758,DEPOSIT,ADA,680
1680711758,DEPOSIT,CEEK,314
1680711759,DEPOSIT,CEEK,228
1680711759,DEPOSIT,CEEK,425
1680711759,DEPOSIT,CEEK,556
1680711759,DEPOSIT,ETH,536
1680711759,DEPOSIT,ADA,237
1680711760,DEPOSIT,CEEK,222
1680711760,DEPOSIT,ADA,229
1680711760,DEPOSIT,CEEK,329
1680711760,DEPOSIT,ADA,866
1680711760,DEPOSIT,CEEK,133
1680711761,DEPOSIT,ETH,700
1680711761,DEPOSIT,ADA,628
1680711761,DEPOSIT,CEEK,155
1680711761,DEPOSIT,ADA,973
1680711761,DEPOSIT,CEEK,625
1680711762,DEPOSIT,BTC,301
1680711762,DEPOSIT,BTC,238
1680711762,DEPOSIT,BTC,768
1680711762,DEPOSIT,CEEK,820
1680711762,DEPOSIT,ADA,394
1680711763,DEPOSIT,ETH,827
1680711763,DEPOSIT,BTC,546
1680711763,DEPOSIT,ADA,426
1680711763,DEPOSIT,ADA,866
1680711763,DEPOSIT,ETH,621
1680711764,DEPOSIT,CEEK,424
1680711764,DEPOSIT,CEEK,557
1680711764,DEPOSIT,ETH,843
1680711764,DEPOSIT,BTC,396
1680711764,DEPOSIT,BTC,872
1680711765,DEPOSIT,CEEK,932
1680711765,DEPOSIT,ADA,522
1680711765,DEPOSIT,ETH,639
1680711765,DEPOSIT,ETH,455
1680711765,DEPOSIT,BTC,246
1680711766,DEPOSIT,BTC,580
1680711766,DEPOSIT,ADA,582
1680711766,DEPOSIT,ADA,773
1680711766,DEPOSIT,ETH,560
1680711766,DEPOSIT,ADA,378
1680711767,DEPOSIT,ADA,297
1680711767,DEPOSIT,BTC,344
1680711767,DEPOSIT,BTC,858
1680711767,DEPOSIT,ETH,665
1680711767,DEPOSIT,ETH,614
1680711768,DEPOSIT,ETH,546
1680711768,DEPOSIT,ETH,940
1680711768,DEPOSIT,CEEK,369
1680711768,DEPOSIT,BTC,981
1680711768,DEPOSIT,ADA,352
1680711769,DEPOSIT,ETH,339
1680711769,DEPOSIT,ADA,764
1680711769,DEPOSIT,ETH,780
1680711769,DEPOSIT,ADA,865
1680711769,DEPOSIT,CEEK,841
1680711770,DEPOSIT,ADA,114
1680711770,DEPOSIT,CEEK,904
1680711770,DEPOSIT,ADA,947
1680711770,DEPOSIT,ETH,154
1680711770,DEPOSIT,ETH,226
1680711771,DEPOSIT,CEEK,191
1680711771,DEPOSIT,CEEK,944
1680711771,DEPOSIT,ADA,734
1680711771,DEPOSIT,ETH,741
1680711771,DEPOSIT,BTC,107
1680711772,DEPOSIT,ETH,839
1680711772,DEPOSIT,CEEK,195
1680711772,DEPOSIT,BTC,933
1680711772,DEPOSIT,CEEK,784
1680711772,DEPOSIT,ETH,827
1680711773,DEPOSIT,ADA,559
1680711773,DEPOSIT,BTC,396
1680711773,DEPOSIT,CEEK,102
1680711773,DEPOSIT,BTC,959
1680711773,DEPOSIT,CEEK,381
1680711774,DEPOSIT,BTC,232
1680711774,DEPOSIT,ETH,716
1680711774,DEPOSIT,BTC,324
1680711774,DEPOSIT,CEEK,318
1680711774,DEPOSIT,ADA,874
1680711775,DEPOSIT,CEEK,447
1680711775,DEPOSIT,CEEK,163
1680711775,DEPOSIT,BTC,168
1680711775,DEPOSIT,CEEK,407
1680711775,DEPOSIT,ADA,394
1680711776,DEPOSIT,ADA,173
1680711776,DEPOSIT,BTC,840
1680711776,DEPOSIT,ETH,515
1680711776,DEPOSIT,ADA,374
1680711776,DEPOSIT,CEEK,524
1680711777,DEPOSIT,ETH,206
1680711777,DEPOSIT,ADA,593
1680711777,DEPOSIT,BTC,570
1680711777,DEPOSIT,CEEK,611
1680711777,DEPOSIT,CEEK,327
1680711778,DEPOSIT,ADA,536
1680711778,DEPOSIT,ADA,203
1680711778,DEPOSIT,CEEK,217
1680711778,DEPOSIT,CEEK,256
1680711778,DEPOSIT,ADA,511
1680711779,DEPOSIT,BTC,163
1680711779,DEPOSIT,ADA,407
1680711779,DEPOSIT,BTC,401
1680711779,DEPOSIT,BTC,364
1680711779,DEPOSIT,ETH,200
1680711780,DEPOSIT,CEEK,631
1680711780,DEPOSIT,BTC,861
1680711780,DEPOSIT,CEEK,151
1680711780,DEPOSIT,ETH,147
1680711780,DEPOSIT,CEEK,613
1680711781,DEPOSIT,CEEK,189
1680711781,DEPOSIT,ADA,318
1680711781,DEPOSIT,CEEK,169
1680711781,DEPOSIT,BTC,668
1680711782,DEPOSIT,ETH,850
1680711782,DEPOSIT,BTC,883
1680711782,DEPOSIT,BTC,355
1680711782,DEPOSIT,ADA,419
1680711782,DEPOSIT,CEEK,185
1680711783,DEPOSIT,BTC,132
1680711783,DEPOSIT,ADA,380
1680711783,DEPOSIT,ETH,618
1680711783,DEPOSIT,ETH,496
1680711783,DEPOSIT,ADA,525
1680711784,DEPOSIT,CEEK,458
1680711784,DEPOSIT,ETH,586
1680711784,DEPOSIT,ADA,927
1680711784,DEPOSIT,BTC,867
1680711784,DEPOSIT,ETH,783
1680711785,DEPOSIT,ADA,723
1680711785,DEPOSIT,ADA,108
1680711785,DEPOSIT,CEEK,113
1680711785,DEPOSIT,ADA,333
1680711785,DEPOSIT,ETH,440
1680711786,DEPOSIT,BTC,731
1680711786,DEPOSIT,ETH,991
1680711786,DEPOSIT,ETH,728
1680711786,DEPOSIT,ADA,548
1680711786,DEPOSIT,ADA,329
1680711787,DEPOSIT,CEEK,223
1680711787,DEPOSIT,ADA,819
1680711787,DEPOSIT,ETH,320
1680711787,DEPOSIT,ETH,171
1680711787,DEPOSIT,CEEK,534
1680711788,DEPOSIT,ADA,500
1680711788,DEPOSIT,ETH,691
1680711788,DEPOSIT,ETH,843
1680711788,DEPOSIT,ETH,856
1680711788,DEPOSIT,ADA,653
1680711789,DEPOSIT,ETH,411
1680711789,DEPOSIT,BTC,785
1680711789,DEPOSIT,CEEK,802
1680711789,DEPOSIT,ADA,873
1680711789,DEPOSIT,CEEK,740
1680711790,DEPOSIT,CEEK,639
1680711790,DEPOSIT,ETH,171
1680711790,DEPOSIT,ETH,509
1680711790,DEPOSIT,ADA,648
1680711790,DEPOSIT,ETH,781
1680711791,DEPOSIT,BTC,376
1680711791,DEPOSIT,ADA,514
1680711791,DEPOSIT,CEEK,181
1680711791,DEPOSIT,CEEK,636
1680711791,DEPOSIT,CEEK,292
1680711792,DEPOSIT,CEEK,615
1680711792,DEPOSIT,CEEK,294
1680711792,DEPOSIT,ADA,448
1680711792,DEPOSIT,ETH,867
1680711792,DEPOSIT,ETH,279
1680711793,DEPOSIT,CEEK,174
1680711793,DEPOSIT,CEEK,622
1680711793,DEPOSIT,CEEK,317
1680711793,DEPOSIT,CEEK,723
1680711793,DEPOSIT,ETH,986
1680711794,DEPOSIT,CEEK,455
1680711794,DEPOSIT,BTC,541
1680711794,DEPOSIT,CEEK,453
1680711794,DEPOSIT,BTC,823
1680711794,DEPOSIT,CEEK,311
1680711795,DEPOSIT,CEEK,386
1680711795,DEPOSIT,BTC,385
1680711795,DEPOSIT,BTC,984
1680711795,DEPOSIT,ADA,741
1680711795,DEPOSIT,CEEK,795
1680711796,DEPOSIT,CEEK,511
1680711796,DEPOSIT,BTC,351
1680711796,DEPOSIT,ETH,946
1680711796,DEPOSIT,ETH,501
1680711796,DEPOSIT,ETH,329
1680711797,DEPOSIT,CEEK,753
1680711797,DEPOSIT,ADA,754
1680711797,DEPOSIT,ADA,654
1680711797,DEPOSIT,ETH,288
1680711797,DEPOSIT,ETH,750
1680711798,DEPOSIT,ETH,829
1680711798,DEPOSIT,ETH,681
1680711798,DEPOSIT,ETH,308
1680711798,DEPOSIT,ETH,621
1680711798,DEPOSIT,ETH,885
1680711799,DEPOSIT,CEEK,210
1680711799,DEPOSIT,CEEK,597
1680711799,DEPOSIT,BTC,198
1680711799,DEPOSIT,CEEK,731
1680711799,DEPOSIT,CEEK,589
1680711800,DEPOSIT,ETH,145
1680711800,DEPOSIT,BTC,490
1680711800,DEPOSIT,ADA,282
1680711800,DEPOSIT,BTC,735
1680711800,DEPOSIT,CEEK,299
1680711801,DEPOSIT,CEEK,727
1680711801,DEPOSIT,CEEK,893
1680711801,DEPOSIT,ADA,824
1680711801,DEPOSIT,CEEK,769
1680711801,DEPOSIT,ETH,923
1680711802,DEPOSIT,ADA,672
1680711802,DEPOSIT,ADA,569
1680711802,DEPOSIT,CEEK,176
1680711802,DEPOSIT,ETH,444
1680711802,DEPOSIT,ADA,485
1680711803,DEPOSIT,ETH,515
1680711803,DEPOSIT,ETH,888
1680711803,DEPOSIT,CEEK,444
1680711803,DEPOSIT,ETH,477
1680711803,DEPOSIT,ADA,750
1680711804,DEPOSIT,CEEK,878
1680711804,DEPOSIT,ADA,621
1680711804,DEPOSIT,CEEK,275
1680711804,DEPOSIT,BTC,335
1680711804,DEPOSIT,ADA,830
1680711805,DEPOSIT,ETH,585
1680711805,DEPOSIT,ETH,314
1680711805,DEPOSIT,ADA,514
1680711805,DEPOSIT,ETH,721
1680711805,DEPOSIT,BTC,842
1680711806,DEPOSIT,BTC,892
1680711806,DEPOSIT,BTC,656
1680711806,DEPOSIT,ADA,489
1680711806,DEPOSIT,CEEK,861
1680711806,DEPOSIT,ADA,319
1680711807,DEPOSIT,ETH,243
1680711807,DEPOSIT,ETH,492
1680711807,DEPOSIT,CEEK,102
1680711807,DEPOSIT,ETH,852
1680711807,DEPOSIT,ADA,398
1680711808,DEPOSIT,ADA,777
1680711808,DEPOSIT,ADA,360
1680711808,DEPOSIT,ADA,921
1680711808,DEPOSIT,ADA,483
1680711808,DEPOSIT,ADA,189
1680711809,DEPOSIT,ETH,897
1680711809,DEPOSIT,ETH,373
1680711809,DEPOSIT,CEEK,655
1680711809,DEPOSIT,CEEK,843
1680711809,DEPOSIT,BTC,458
1680711810,DEPOSIT,BTC,602
1680711810,DEPOSIT,BTC,753
1680711810,DEPOSIT,ETH,668
1680711810,DEPOSIT,ETH,584
1680711810,DEPOSIT,ETH,665
1680711811,DEPOSIT,CEEK,935
1680711811,DEPOSIT,BTC,655
1680711811,DEPOSIT,BTC,852
1680711811,DEPOSIT,ADA,169
1680711811,DEPOSIT,ETH,451
1680711812,DEPOSIT,ETH,355
1680711812,DEPOSIT,ETH,592
1680711812,DEPOSIT,ETH,971
1680711812,DEPOSIT,BTC,993
1680711812,DEPOSIT,ETH,574
1680711813,DEPOSIT,CEEK,855
1680711813,DEPOSIT,ETH,316
1680711813,DEPOSIT,ETH,745
1680711813,DEPOSIT,BTC,350
1680711813,DEPOSIT,CEEK,785
1680711814,DEPOSIT,ETH,215
1680711814,DEPOSIT,CEEK,493
1680711814,DEPOSIT,ETH,263
1680711814,DEPOSIT,ETH,120
1680711814,DEPOSIT,CEEK,942
1680711815,DEPOSIT,BTC,935
1680711815,DEPOSIT,ADA,254
1680711815,DEPOSIT,ADA,946
1680711815,DEPOSIT,BTC,601
1680711815,DEPOSIT,ETH,544
1680711816,DEPOSIT,BTC,284
1680711816,DEPOSIT,BTC,589
1680711816,DEPOSIT,BTC,562
1680711816,DEPOSIT,BTC,340
1680711816,DEPOSIT,BTC,685
1680711817,DEPOSIT,CEEK,108
1680711817,DEPOSIT,ADA,279
1680711817,DEPOSIT,BTC,475
1680711817,DEPOSIT,ETH,733
1680711817,DEPOSIT,CEEK,643
1680711818,DEPOSIT,ETH,737
1680711818,DEPOSIT,BTC,509
1680711818,DEPOSIT,CEEK,295
1680711818,DEPOSIT,BTC,103
1680711818,DEPOSIT,ETH,357
1680711819,DEPOSIT,BTC,861
1680711819,DEPOSIT,CEEK,106
1680711819,DEPOSIT,CEEK,458
1680711819,DEPOSIT,ADA,540
1680711819,DEPOSIT,BTC,378
1680711820,DEPOSIT,CEEK,565
1680711820,DEPOSIT,ETH,695
1680711820,DEPOSIT,ETH,183
1680711820,DEPOSIT,BTC,488
1680711820,DEPOSIT,BTC,133
1680711821,DEPOSIT,CEEK,864
1680711821,DEPOSIT,ADA,644
1680711821,DEPOSIT,BTC,451
1680711821,DEPOSIT,CEEK,887
1680711822,DEPOSIT,ADA,675
1680711822,DEPOSIT,ADA,972
1680711822,DEPOSIT,ETH,716
1680711822,DEPOSIT,BTC,664
1680711822,DEPOSIT,CEEK,207
1680711823,DEPOSIT,BTC,677
1680711823,DEPOSIT,BTC,505
1680711823,DEPOSIT,ADA,650
1680711823,DEPOSIT,ETH,787
1680711823,DEPOSIT,ETH,590
1680711824,DEPOSIT,ETH,403
1680711824,DEPOSIT,ETH,267
1680711824,DEPOSIT,ETH,948
1680711824,DEPOSIT,ETH,172
1680711824,DEPOSIT,ETH,697
1680711825,DEPOSIT,ETH,486
1680711825,DEPOSIT,BTC,134
1680711825,DEPOSIT,CEEK,233
1680711825,DEPOSIT,CEEK,531
1680711825,DEPOSIT,CEEK,217
1680711826,DEPOSIT,BTC,199
1680711826,DEPOSIT,BTC,700
1680711826,DEPOSIT,BTC,184
1680711826,DEPOSIT,ETH,463
1680711826,DEPOSIT,BTC,163
1680711827,DEPOSIT,ADA,540
1680711827,DEPOSIT,ETH,864
1680711827,DEPOSIT,BTC,792
1680711827,DEPOSIT,ADA,794
1680711827,DEPOSIT,BTC,604
1680711828,DEPOSIT,ETH,320
1680711828,DEPOSIT,CEEK,702
1680711828,DEPOSIT,ETH,879
1680711828,DEPOSIT,CEEK,251
1680711828,DEPOSIT,CEEK,912
1680711829,DEPOSIT,CEEK,482
1680711829,DEPOSIT,CEEK,718
1680711829,DEPOSIT,ADA,975
1680711829,DEPOSIT,ADA,333
1680711829,DEPOSIT,ADA,519
1680711830,DEPOSIT,BTC,290
1680711830,DEPOSIT,ADA,807
1680711830,DEPOSIT,CEEK,636
1680711830,DEPOSIT,ADA,988
1680711830,DEPOSIT,BTC,228
1680711831,DEPOSIT,BTC,636
1680711831,DEPOSIT,CEEK,559
1680711831,DEPOSIT,ADA,117
1680711831,DEPOSIT,CEEK,667
1680711831,DEPOSIT,CEEK,272
1680711832,DEPOSIT,BTC,588
1680711832,DEPOSIT,CEEK,893
1680711832,DEPOSIT,ADA,252
1680711832,DEPOSIT,CEEK,856
1680711832,DEPOSIT,ADA,428
1680711833,DEPOSIT,ETH,629
1680711833,DEPOSIT,CEEK,187
1680711833,DEPOSIT,CEEK,455
1680711833,DEPOSIT,ADA,587
1680711833,DEPOSIT,BTC,713
1680711834,DEPOSIT,ADA,945
1680711834,DEPOSIT,CEEK,335
1680711834,DEPOSIT,ADA,835
1680711834,DEPOSIT,BTC,612
1680711834,DEPOSIT,CEEK,778
1680711835,DEPOSIT,BTC,873
1680711835,DEPOSIT,ADA,908
1680711835,DEPOSIT,ADA,832
1680711835,DEPOSIT,ADA,446
1680711835,DEPOSIT,ADA,789
1680711836,DEPOSIT,ADA,316
1680711836,DEPOSIT,CEEK,264
1680711836,DEPOSIT,CEEK,597
1680711836,DEPOSIT,ETH,490
1680711836,DEPOSIT,CEEK,177
1680711837,DEPOSIT,BTC,169
1680711837,DEPOSIT,CEEK,710
1680711837,DEPOSIT,BTC,634
1680711837,DEPOSIT,ETH,742
1680711837,DEPOSIT,ADA,849
1680711838,DEPOSIT,ETH,955
1680711838,DEPOSIT,ETH,313
1680711838,DEPOSIT,ADA,916
1680711838,DEPOSIT,BTC,437
1680711838,DEPOSIT,CEEK,239
1680711839,DEPOSIT,ETH,206
1680711839,DEPOSIT,CEEK,486
1680711839,DEPOSIT,BTC,876
1680711839,DEPOSIT,ADA,820
1680711839,DEPOSIT,CEEK,653
1680711840,DEPOSIT,CEEK,843
1680711840,DEPOSIT,CEEK,747
1680711840,DEPOSIT,ADA,237
1680711840,DEPOSIT,CEEK,480
1680711840,DEPOSIT,ETH,899
1680711841,DEPOSIT,CEEK,447
1680711841,DEPOSIT,BTC,957
1680711841,DEPOSIT,ADA,415
1680711841,DEPOSIT,ADA,823
1680711841,DEPOSIT,CEEK,523
1680711842,DEPOSIT,ETH,486
1680711842,DEPOSIT,CEEK,740
1680711842,DEPOSIT,BTC,558
1680711842,DEPOSIT,ADA,908
1680711842,DEPOSIT,ADA,764
1680711843,DEPOSIT,CEEK,700
1680711843,DEPOSIT,ETH,639
1680711843,DEPOSIT,ETH,726
1680711843,DEPOSIT,ADA,775
1680711843,DEPOSIT,BTC,232
1680711844,DEPOSIT,ADA,497
1680711844,DEPOSIT,BTC,482
1680711844,DEPOSIT,BTC,648
1680711844,DEPOSIT,ADA,456
1680711844,DEPOSIT,ADA,381
1680711845,DEPOSIT,CEEK,856
1680711845,DEPOSIT,ETH,759
1680711845,DEPOSIT,BTC,700
1680711845,DEPOSIT,ETH,854
1680711845,DEPOSIT,ADA,777
1680711846,DEPOSIT,ADA,982
1680711846,DEPOSIT,ETH,986
1680711846,DEPOSIT,ETH,228
1680711846,DEPOSIT,CEEK,543
1680711846,DEPOSIT,CEEK,209
1680711847,DEPOSIT,ADA,486
1680711847,DEPOSIT,ETH,339
1680711847,DEPOSIT,BTC,549
1680711847,DEPOSIT,BTC,115
1680711847,DEPOSIT,ETH,196
1680711848,DEPOSIT,ETH,559
1680711848,DEPOSIT,ADA,158
1680711848,DEPOSIT,BTC,301
1680711848,DEPOSIT,CEEK,922
1680711848,DEPOSIT,CEEK,863
1680711849,DEPOSIT,BTC,822
1680711849,DEPOSIT,ADA,527
1680711849,DEPOSIT,ETH,239
1680711849,DEPOSIT,ADA,491
1680711849,DEPOSIT,BTC,559
1680711850,DEPOSIT,ADA,493
1680711850,DEPOSIT,CEEK,802
1680711850,DEPOSIT,ADA,660
1680711850,DEPOSIT,ETH,888
1680711850,DEPOSIT,BTC,646
1680711851,DEPOSIT,BTC,728
1680711851,DEPOSIT,ADA,277
1680711851,DEPOSIT,ADA,540
1680711851,DEPOSIT,BTC,525
1680711851,DEPOSIT,CEEK,329
1680711852,DEPOSIT,ADA,709
1680711852,DEPOSIT,CEEK,368
1680711852,DEPOSIT,ADA,279
1680711852,DEPOSIT,ADA,146
1680711852,DEPOSIT,BTC,623
1680711853,DEPOSIT,CEEK,973
1680711853,DEPOSIT,ADA,570
1680711853,DEPOSIT,ADA,704
1680711853,DEPOSIT,BTC,613
1680711853,DEPOSIT,ADA,820
1680711854,DEPOSIT,ETH,836
1680711854,DEPOSIT,BTC,701
1680711854,DEPOSIT,BTC,728
1680711854,DEPOSIT,ETH,846
1680711854,DEPOSIT,CEEK,229
1680711855,DEPOSIT,BTC,583
1680711855,DEPOSIT,CEEK,360
1680711855,DEPOSIT,ETH,453
1680711855,DEPOSIT,CEEK,816
1680711855,DEPOSIT,CEEK,180
1680711856,DEPOSIT,BTC,140
1680711856,DEPOSIT,BTC,458
1680711856,DEPOSIT,CEEK,623
1680711856,DEPOSIT,ETH,688
1680711856,DEPOSIT,ETH,215
1680711857,DEPOSIT,BTC,404
1680711857,DEPOSIT,CEEK,244
1680711857,DEPOSIT,ADA,799
1680711857,DEPOSIT,ETH,539
1680711857,DEPOSIT,ADA,392
1680711858,DEPOSIT,CEEK,954
1680711858,DEPOSIT,CEEK,453
1680711858,DEPOSIT,ETH,371
1680711858,DEPOSIT,CEEK,298
1680711858,DEPOSIT,BTC,855
1680711859,DEPOSIT,ETH,216
1680711859,DEPOSIT,ADA,217
1680711859,DEPOSIT,CEEK,998
1680711859,DEPOSIT,CEEK,286
1680711859,DEPOSIT,ETH,167
1680711860,DEPOSIT,CEEK,404
1680711860,DEPOSIT,BTC,785
1680711860,DEPOSIT,BTC,958
1680711860,DEPOSIT,BTC,702
1680711860,DEPOSIT,BTC,676
1680711861,DEPOSIT,CEEK,697
1680711861,DEPOSIT,CEEK,933
1680711861,DEPOSIT,CEEK,561
1680711861,DEPOSIT,BTC,394
1680711861,DEPOSIT,BTC,395
1680711862,DEPOSIT,ETH,605
1680711862,DEPOSIT,ADA,147
1680711862,DEPOSIT,BTC,715
1680711862,DEPOSIT,CEEK,559
1680711863,DEPOSIT,ETH,198
1680711863,DEPOSIT,ETH,868
1680711863,DEPOSIT,CEEK,865
1680711863,DEPOSIT,BTC,938
1680711863,DEPOSIT,BTC,525
1680711864,DEPOSIT,ETH,922
1680711864,DEPOSIT,ETH,442
1680711864,DEPOSIT,ETH,762
1680711864,DEPOSIT,CEEK,996
1680711864,DEPOSIT,ADA,817
1680711865,DEPOSIT,ETH,787
1680711865,DEPOSIT,BTC,766
1680711865,DEPOSIT,BTC,719
1680711865,DEPOSIT,BTC,622
1680711865,DEPOSIT,ETH,126
1680711866,DEPOSIT,BTC,812
1680711866,DEPOSIT,ADA,658
1680711866,DEPOSIT,CEEK,117
1680711866,DEPOSIT,ETH,646
1680711866,DEPOSIT,CEEK,292
1680711867,DEPOSIT,ETH,555
1680711867,DEPOSIT,ETH,571
1680711867,DEPOSIT,ADA,407
1680711867,DEPOSIT,CEEK,376
1680711867,DEPOSIT,CEEK,967
1680711868,DEPOSIT,ETH,467
1680711868,DEPOSIT,ETH,433
1680711868,DEPOSIT,BTC,408
1680711868,DEPOSIT,ADA,670
1680711868,DEPOSIT,ETH,330
1680711869,DEPOSIT,ADA,655
1680711869,DEPOSIT,ADA,240
1680711869,DEPOSIT,ADA,384
1680711869,DEPOSIT,ADA,829
1680711869,DEPOSIT,CEEK,191
1680711870,DEPOSIT,CEEK,882
1680711870,DEPOSIT,CEEK,873
1680711870,DEPOSIT,CEEK,662
1680711870,DEPOSIT,CEEK,514
1680711870,DEPOSIT,CEEK,117
1680711871,DEPOSIT,ETH,481
1680711871,DEPOSIT,ADA,965
1680711871,DEPOSIT,BTC,435
1680711871,DEPOSIT,ADA,286
1680711871,DEPOSIT,ADA,675
1680711872,DEPOSIT,CEEK,957
1680711872,DEPOSIT,ETH,278
1680711872,DEPOSIT,CEEK,116
1680711872,DEPOSIT,ETH,281
1680711872,DEPOSIT,BTC,127
1680711873,DEPOSIT,CEEK,418
1680711873,DEPOSIT,BTC,195
1680711873,DEPOSIT,CEEK,298
1680711873,DEPOSIT,BTC,343
1680711873,DEPOSIT,CEEK,411
1680711874,DEPOSIT,CEEK,103
1680711874,DEPOSIT,ETH,524
1680711901,DEPOSIT,ETH,277
1680711901,DEPOSIT,ADA,574
1680711901,DEPOSIT,ADA,535
1680711901,DEPOSIT,ETH,816
1680711902,DEPOSIT,ETH,134
1680711902,DEPOSIT,ETH,371
1680711902,DEPOSIT,ETH,350
1680711902,DEPOSIT,BTC,647
1680711902,DEPOSIT,CEEK,715
1680711903,DEPOSIT,CEEK,307
1680711903,DEPOSIT,BTC,548
1680711903,DEPOSIT,ADA,568
1680711903,DEPOSIT,CEEK,321
1680711903,DEPOSIT,ETH,667
1680711904,DEPOSIT,CEEK,931
1680711904,DEPOSIT,CEEK,250
1680711904,DEPOSIT,ETH,849
1680711904,DEPOSIT,ETH,901
1680711904,DEPOSIT,CEEK,284
1680711905,DEPOSIT,ETH,833
1680711905,DEPOSIT,CEEK,539
1680711905,DEPOSIT,CEEK,446
1680711905,DEPOSIT,ETH,580
1680711905,DEPOSIT,CEEK,744
1680711906,DEPOSIT,ADA,882
1680711906,DEPOSIT,ADA,472
1680711906,DEPOSIT,ETH,326
1680711906,DEPOSIT,BTC,863
1680711906,DEPOSIT,CEEK,507
1680711907,DEPOSIT,ADA,833
1680711907,DEPOSIT,BTC,495
1680711907,DEPOSIT,CEEK,186
1680711907,DEPOSIT,CEEK,239
1680711907,DEPOSIT,BTC,181
1680711908,DEPOSIT,ETH,618
1680711908,DEPOSIT,BTC,103
1680711908,DEPOSIT,BTC,508
1680711908,DEPOSIT,BTC,536
1680711908,DEPOSIT,ADA,218
1680711909,DEPOSIT,CEEK,302
1680711909,DEPOSIT,ADA,387
1680711909,DEPOSIT,ETH,149
1680711909,DEPOSIT,CEEK,707
1680711909,DEPOSIT,ETH,459
1680711910,DEPOSIT,ADA,917
1680711910,DEPOSIT,ETH,689
1680711910,DEPOSIT,ADA,526
1680711910,DEPOSIT,BTC,568
1680711910,DEPOSIT,ETH,924
1680711911,DEPOSIT,BTC,716
1680711911,DEPOSIT,CEEK,190
1680711911,DEPOSIT,ETH,799
1680711911,DEPOSIT,CEEK,896
1680711911,DEPOSIT,ETH,333
1680711912,DEPOSIT,ADA,510
1680711912,DEPOSIT,CEEK,831
1680711912,DEPOSIT,BTC,220
1680711912,DEPOSIT,ADA,976
1680711912,DEPOSIT,CEEK,986
1680711913,DEPOSIT,ADA,694
1680711913,DEPOSIT,ETH,925
1680711913,DEPOSIT,ETH,987
1680711913,DEPOSIT,CEEK,414
1680711913,DEPOSIT,BTC,478
1680711914,DEPOSIT,BTC,310
1680711914,DEPOSIT,BTC,277
1680711914,DEPOSIT,CEEK,996
1680711914,DEPOSIT,ADA,963
1680711914,DEPOSIT,ADA,857
1680711915,DEPOSIT,BTC,239
1680711915,DEPOSIT,BTC,607
1680711915,DEPOSIT,CEEK,620
1680711915,DEPOSIT,ADA,134
1680711915,DEPOSIT,ADA,169
1680711916,DEPOSIT,ETH,934
1680711916,DEPOSIT,BTC,127
1680711916,DEPOSIT,ADA,540
1680711916,DEPOSIT,BTC,137
1680711916,DEPOSIT,ETH,717
1680711917,DEPOSIT,CEEK,502
1680711917,DEPOSIT,CEEK,476
1680711917,DEPOSIT,BTC,174
1680711917,DEPOSIT,ADA,777
1680711917,DEPOSIT,ADA,937
1680711918,DEPOSIT,BTC,721
1680711918,DEPOSIT,ETH,899
1680711918,DEPOSIT,ADA,463
1680711918,DEPOSIT,ADA,532
1680711918,DEPOSIT,ADA,628
1680711919,DEPOSIT,ADA,603
1680711919,DEPOSIT,ETH,574
1680711919,DEPOSIT,ETH,190
1680711919,DEPOSIT,ADA,199
1680711919,DEPOSIT,ADA,629
1680711920,DEPOSIT,ADA,398
1680711920,DEPOSIT,CEEK,959
1680711920,DEPOSIT,CEEK,468
1680711920,DEPOSIT,BTC,347
1680711920,DEPOSIT,CEEK,521
1680711921,DEPOSIT,ADA,520
1680711921,DEPOSIT,CEEK,545
1680711921,DEPOSIT,ADA,215
1680711921,DEPOSIT,CEEK,305
1680711921,DEPOSIT,CEEK,557
1680711922,DEPOSIT,BTC,970
1680711922,DEPOSIT,BTC,121
1680711922,DEPOSIT,CEEK,607
1680711922,DEPOSIT,CEEK,543
1680711922,DEPOSIT,ADA,446
1680711923,DEPOSIT,BTC,644
1680711923,DEPOSIT,BTC,444
1680711923,DEPOSIT,CEEK,449
1680711923,DEPOSIT,CEEK,756
1680711924,DEPOSIT,CEEK,603
1680711924,DEPOSIT,ADA,607
1680711924,DEPOSIT,ETH,992
1680711924,DEPOSIT,ETH,681
1680711924,DEPOSIT,CEEK,217
1680711925,DEPOSIT,BTC,293
1680711925,DEPOSIT,BTC,775
1680711925,DEPOSIT,BTC,904
1680711925,DEPOSIT,BTC,223
1680711925,DEPOSIT,ADA,173
1680711926,DEPOSIT,ADA,972
